Title,clean_synopsis
Bram Stoker's Dracula,th century england count dracula travel london meet mina harker young woman appears reincarnation lost love
Couples Retreat,four couple friend descend tropical island resort though one husband wife work marriage others want enjoy fun sun soon find however paradise come price participation couple therapy session mandatory started cut rate vacation turn examination common problem many face
Fallen Angels,assassin go obstacle attempt escape violent lifestyle despite opposition partner secretly attracted
It Feels So Good,rain pours kenji divorced wife lost job old squeeze naoko getting married back home north japan specifically akita return order attend wedding naoko surprise proposing sex one night stand new beginning
Robotrix,evil inventor ryuichi yamamoto transfer mind powerful cyborg becomes murderer rapist one victim police officer selina lam becomes super robot eve r team android sidekick ann together seek bring criminally insane scientist justice
Girl Play,two real life lesbian actress meet chance cast lover local stage play end actually falling love robin married girlfriend half dozen year lacie someone never lasting relationship cast play lesbian lover los angeles stage play innocently stage director gabriel run actress series rehearsal designed bring intimacy performer soon two woman find increasingly undeniably attracted overcome desire must ask whether relationship manufactured created sake girl play true love
Your Fault,love noah nick seems unwavering despite parent attempt separate job entry college open life new relationship shake foundation relationship leister family
Y Tu Mamá También,mexico two teenage boy attractive older woman embark road trip learn thing two life friendship sex
Triangle,story happily married couple visited old friend end stirring pot becoming sexually involved husband wife
It Ends with Us,woman first love suddenly reenters life relationship charming abusive neurosurgeon upended realizes must learn rely strength make impossible choice future
The Pursuit of Lust,sensual mongolian actress e khandmaa star romantic drama highlight housewife longing pleasure passionless husband fails provide spouse business client eventually give desire
The Alcove,italy elio return home africa present wife form zerbal daughter tribal king unbeknown neglected wife alessandra formed relationship elio otherwise frigid secretary velma less pleased elio return
The Room,johnny successful banker great respect dedication people life especially future wife lisa happy go lucky guy see world torn apart friend begin betray one one
The Girl Next Door,exceptionally ambitious high schooler matthew aspiration career politics fall love gorgeous year old neighbor danielle matthew bright future jeopardized find danielle porn star danielle past catch matthew love force evaluate goal
Fifty Shades Darker,wounded christian grey try entice cautious ana steele back life demand new arrangement give another chance two begin build trust find stability shadowy figure christian past start circle couple determined destroy hope future together
A Walk to Remember,popular restless landon carter forced participate school drama production fall love jamie sullivan daughter town minister jamie list life well big secret must keep landon
About Time,night another unsatisfactory new year party tim father tell son men family always ability travel time change history change happens happened life thus begin start lesson learning appreciate life come importantly people living alongside u
Forrest Gump,man low iq accomplished great thing life present significant historic event case far exceeding anyone imagined could despite achieved one true love eludes
Below Her Mouth,unexpected affair quickly escalates heart stopping reality two woman whose passionate connection change life forever
Dirty Dancing,expecting usual tedium accompanies summer catskills family year old france baby houseman surprised find stepping shoe professional hoofer unexpectedly falling love
Sidelined: The QB and Me,dallas burdened headstrong dancer determined get best dance school country late mother alma mater however dream suddenly derailed cheeky yet secretly grieving football star drayton crash life unique story two able grow dream together dream sidelined
"Lust, Caution",world war ii secret agent must seduce assassinate official work japanese puppet government shanghai mission becomes clouded find falling love man assigned kill
Empire of Lust,turbulent joseon dynasty army commander min jae watch ambitious prince yi bang becoming entwined ga hee vengeful gisaeng fate collides power shift
The Bridges of Madison County,photographer robert kincaid wanders life housewife francesca johnson four day
The Mountain Between Us,stranded mountain tragic plane crash two stranger must work together endure extreme element remote snow covered terrain realize help coming embark perilous journey across hundred mile wilderness pushing survive discovering inner strength
American Pie,high school party four friend find losing collective virginity easy thought still believe need college motivate enter pact score senior prom
The Lost Boys,unsuspecting town newcomer drawn local blood fiend frog brother unlikely hero gear rescue
All Things Fair,stig year old pupil year old teacher viola attracted beauty maturity drawn youth innocence relief drunk miserable husband
Busty Girlfriend,mincheol suhee go greet minchul father grandmother marriage dae sik welcome daughter law su hee marriage minchol suhee separated difference personality soon hee preparing marriage soon live
Picture This,single without man horizon pia run failing photography studio london best friend jay sister sonal prepares marriage mother laxmi urge partner spiritual guru predicts pia meet love life among next five date family intervening pia embarks hilarious yet heartfelt quest love
Bridget Jones's Diary,bridget jones average woman struggling age weight job lack man various imperfection new year resolution bridget decides take control life starting keeping diary always tell complete truth firework begin charming though disreputable bos take interest quirky miss jones thrown mix bridget band slightly eccentric friend rather disagreeable acquaintance bridget cannot seem stop running help finding quietly attractive
Girls Trip,four girlfriend take trip new orleans annual festival along way rediscover wild side strengthen bond sisterhood
Young Mother 2,yeong gil graduate class stressed getting job make thing worse experience woman yet always searching something dream wake nothing one day change life put hand box pandora get job although regular position sleep female superior interview even though imagined one day visit joo yeon home meet beautiful mother keep seduced woman
Pretty in Pink,andie outcast hanging either older bos owns record store work quirky high school classmate duckie crush one rich popular kid school blane asks andie seems good true andie start falling blane begin realize dating someone different social sphere easy
Sleeping Beauty,cursed die evil fairy maleficent baby princess aurora sent hiding protection three good fairy grows far away maleficent becomes increasingly determined seal princess fate
Young Mother: The Original,dream sleeping hwa yeong jin goo joo hee happy one day daughter hwa yeong eloped another man came home hwa yeong jin goo couple school gotten pregnant thing took place quickly got live hwa yeong mother joo hee however hwa yeong found pregnant hit another man left house jin goo joo hee fallen love gone hwa yeong broken man came home however find weird jin goo still mother house jin goo joo hee put sort lie hide truth hwa yeong
Secretary,young woman recently released mental hospital get job secretary demanding lawyer employer employee relationship turn sexual sadomasochistic one
Desire,social context deteriorated countrywide economic crisis life several people turned upside meet c cile character symbolizes desire
Maleficent,beautiful pure hearted young woman maleficent idyllic life growing peaceable forest kingdom one day invading army threatens harmony land rise land fiercest protector ultimately suffers ruthless betrayal act begin turn heart stone bent revenge maleficent face epic battle invading king successor result place curse upon newborn infant aurora child grows maleficent realizes aurora hold key peace kingdom maleficent true happiness well
Top Hat,showman jerry travers working producer horace hardwick london jerry demonstrates new dance step late one night horace hotel room much annoyance sleeping dale tremont go upstairs complain two immediately attracted complication arise dale mistake jerry horace
Grease,australian good girl sandy greaser danny fell love summer unexpectedly discover high school able rekindle romance despite eccentric friend
My Fault,noah must leave city boyfriend friend move william leister mansion flashy wealthy husband mother rafaela proud independent year old noah resists living mansion surrounded luxury however meet nick new stepbrother clash strong personality becomes evident beginning
The Tourist,american tourist frank meet mysterious british woman elise train venice romance seems bud meet eye
After,tessa young dedicated student dutiful daughter loyal girlfriend high school sweetheart entering first semester college tessa guarded world open meet hardin scott mysterious brooding rebel make question thought knew want life
Taming The Younger Sister-in-Law,one day min sang handsome becomes huge success webtoon get sexy wife yu ra min sang dream like marriage yura perfect day except sister law yu mi hate ugly self accidentally learned wife dark past sister law diary lead reversal relationship sister law min sang began demand excessive demand sister law yu mi began accept end relationship min sang yu ra yu mi lead
50 First Dates,henry player skilled seducing woman veterinarian meet lucy girl quirky problem come total recall realizes possible fall love delightful lucy short term memory henry must woo day day finally sweep foot
On Swift Horses,seemingly sensible newlywed wayward brother law undertake parallel journey risk romance self discovery
Samaritan,thirteen year old sam cleary suspect mysteriously reclusive neighbor mr smith actually legendary vigilante samaritan reported dead year ago crime rise city brink chaos sam make mission coax neighbor hiding save city ruin
Caddo Lake,year old girl mysteriously vanishes caddo lake series past death disappearance begin link together forever altering broken family history
Doomsday,lethal reaper virus spread throughout britain infecting million killing hundred thousand authority brutally successfully quarantine country three decade later virus resurfaces major city elite group specialist urgently dispatched still quarantined country retrieve cure mean necessary shut rest world unit must battle landscape become waking nightmare
Splice,elsa clive two young rebellious scientist defy legal ethical boundary forge ahead dangerous experiment splicing together human animal dna create new organism named dren creature rapidly develops deformed female infant beautiful dangerous winged human chimera forge bond creator bond turn deadly
Battle for the Planet of the Apes,fifth final episode planet ape series collapse human civilization community intelligent ape led caesar life harmony group human gorilla general aldo try cause ape civil war community human mutant live beneath destroyed city try conquer perceive enemy leading finale
Dragon Ball Z: Fusion Reborn,paying attention job young demon allows evil cleansing machine overflow explode turning young demon infamous monster janemba goku vegeta make solo attempt defeat monster realize option fusion
Afraid,curtis pike family selected test new home device digital assistant called aia aia observes family behavior begin anticipate need make sure nothing one get family way
The Running Man,global economy collapsed u society become totalitarian police state censoring cultural activity government pacifies populace broadcasting number game show convicted criminal fight life including gladiator style running man hosted ruthless damon killian runner attempt evade stalker certain death chance pardoned set free
The Terminator,post apocalyptic future reigning tyrannical supercomputer teleport cyborg assassin known terminator back kill sarah connor whose unborn son destined lead insurgent st century mechanical hegemony meanwhile human resistance movement dispatch lone warrior safeguard sarah stop virtually indestructible killing machine
Mira,near future lera arabova year old girl life family vladivostok lera father working orbiting space station mira many year long lost contact daughter turning voice phone meteor shower hit city lera one chance save loved one city new disaster father help satellite surveillance system telephone us every opportunity send message daughter watching station every step
The Maze Runner,set post apocalyptic world young thomas deposited community boy memory erased soon learning trapped maze require join force fellow runner shot escape
"Batman: The Dark Knight Returns, Part 1",batman seen ten year new breed criminal ravage gotham city forcing year old bruce wayne back cape cowl still take fight crime new era
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,nobita turned world world magic telephone booth gadget world needed defeat threat became reality world
The Phoenix Tapes '97,four camper went missing phoenix light incident body never found phoenix tape comprised final footage film dedicated life lost event displayed family friend authority continue search answer tape found dustin miller father two year dustin mysteriously shot killed traffic stop texas peter miller belief son acting whistleblower smuggled tape classified government agency effort expose truth really happened four missing camper seen tape searching every newspaper medium publication around phoenix time period found one initial announcement four camper reported missing well formal police report folder local pd folder file inside
Star Trek: Nemesis,en route honeymoon william riker deanna troi home planet betazed captain jean luc picard crew u enterprise receives word starfleet coup resulted installation new romulan political leader shinzon claim seek peace human backed united federation planet enemy territory captain crew make startling discovery shinzon human slave romulan sister planet remus secret shocking relationship picard
Dragon Ball Z: Broly - Second Coming,saiyan space pod crash land earth wounded saiyan crawl broly legendary super saiyan wounded broly shout frustration turn normal form place soon freeze trapping fall coma
Attack of the Killer Tomatoes!,wave report mysterious attack involving people pet eaten traditionally docile fruit special government task force set investigate violent fruit put stop murderous spree
E N V O Y,young boy discovers deadly alien creature wind entangled top secret government operation
Ant-Man and the Wasp,time house arrest end scott lang put freedom risk help hope van dyne dr hank pym dive quantum realm try accomplish time chance success dangerous rescue mission
Riddick,betrayed kind left dead desolate planet riddick fight survival alien predator becomes powerful dangerous ever soon bounty hunter throughout galaxy descend riddick find pawn greater scheme revenge enemy right want riddick unleashes vicious attack vengeance returning home planet furya save destruction
Battle in Outer Space,space station jss destroyed fleet ufo begin global siege earth using ray manipulate gravity control mind men response global council meeting held determine source attack prepare rocket ship armada counter attack true battle outer space film sequel sort toho mysterians reprise etsuko shiraishi character film heroine edited minute american release
Greenland,john garrity estranged wife young son embark perilous journey find sanctuary planet killing comet hurtles toward earth amid terrifying account city getting levelled garritys experience best worst humanity countdown global apocalypse approach zero incredible trek culminates desperate last minute flight possible safe
Limitless,life unsuccessful writer transformed top secret smart drug allows use brain become perfect version enhanced ability soon attract shadowy force threaten new life
Dragon Ball Z: Bojack Unbound,mr money holding another world martial art tournament mr satan invite everyone world join little know bojack ancient villain escaped prison competing since goku currently dead gohan vegeta trunk defeat bojack henchman
Evolution,comedy follows chaos ensues meteor hit earth carrying alien life form give new meaning term survival fittest david duchovny orlando jones seann william scott julianne moore people standing alien world domination could bad news earth
Rebel Moon - Part Two: The Scargiver,rebel gear battle ruthless force motherworld unbreakable bond forged hero emerge legend made
Spectral,special ops team dispatched fight supernatural being taken european city
Chaos Walking,two unlikely companion embark perilous adventure badlands unexplored planet try escape dangerous disorienting reality inner thought seen heard everyone
Attack of the Giant Leeches,backwoods game warden local doctor discover giant leech responsible disappearance death local swamp local police believe
Dragon Ball Z: Lord Slug,super namekian named slug come invade earth z warrior best stop slug gang
Code 8 Part II,world superpowered people heavily policed robot ex con team drug lord despises protect teen corrupt cop
Bloody Escape: Bats out of Hell,turned cyborg kisaragi face pursuit vampire vengeful yakuza
Death Race 2,world dangerous prison new game born death race rule adrenaline fueled blood sport simple drive die repentant convict carl lucas discovers price head hope survive twisted race army hardened criminal tricked car
Predator: Killer of Killers,three fiercest warrior human history viking raider ninja feudal japan wwii pilot killer right merely prey new opponent ultimate killer killer
Outlanders,midst violent invasion earth unknown alien force photo journalist wakatsuki tetsuya come across scantily clad alien woman cutting swath death terran rank sword chaotic struggle tetsuya knocked unconscious awaken aboard starship surprise turn kahm invader princess picked tetsuya starring role upcoming wedding groom
Weird Science,two unpopular teenager gary wyatt fail attempt accepted peer desperation liked lead create woman via computer living breathing creation gorgeous woman lisa whose purpose boost confidence level putting situation require gary wyatt act like men
Conquest of the Planet of the Apes,futuristic world embraced ape slavery chimpanzee named caesar resurfaces almost twenty year hiding authority prepares revolt humanity
Upgrade,brutal mugging leaf grey trace paralyzed hospital beloved wife dead billionaire inventor soon offer trace cure artificial intelligence implant called stem enhance body able walk grey find also superhuman strength agility skill us seek revenge thug destroyed life
Level 16,teenage girl vestalis academy meticulously trained art clean girl practicing virtue perfect femininity exactly trained vivien intends find
State of Emergency,chaos consumes small town chemical facility explodes releasing deadly toxin moment leak town resident show sign mutation causing military quarantine area leaving survivor helpless trapped inside story follows jim young man isolated within red zone eludes flesh eating zombie attempt win back freedom
Surrogates,set futuristic world human live isolation interact surrogate robot cop forced leave home first time year order investigate murder others surrogate
Close Encounters of the Third Kind,encounter ufo electricity linesman feel undeniably drawn isolated area wilderness something spectacular happen
Criminal,cia agent bill pope mission track shadowy hacker named dutchman get mysteriously killed experimental procedure transfer memory dangerous ex convict wake pope memory mission eliminate dutchman hacker launch icbm start world war iii
Starship Troopers,set future story follows young soldier named johnny rico exploit mobile infantry rico military career progress recruit non commissioned officer finally officer backdrop interstellar war mankind arachnoid specie known bug
Kraken,russian missile submarine disappears without trace secret mission greenland sea vessel deployed search captained brother missing submarine commander search crew tasked locating submarine preventing top secret weapon falling enemy hand meanwhile geological research operation north pole awakens kraken giant deep water monster incredible ability camouflage uncanny intelligence search party narrow missing submarine encounter legendary creature deep
Escape from the 21st Century,three friend discover power travel back forth year sneeze however future good hope need take responsibility saving world
Doraemon: Nobita's New Dinosaur,nobita accidentally find fossil dinosaur egg mixed rock dinosaur fossil exhibition site visited return original state time blanket
The Secret of NIMH,widowed field mouse must move family including ailing son escape farmer plow aided crow pack superintelligent escaped lab rat brave mother struggle transplant home firmer ground
Dragon Ball Z: Bio-Broly,jaga bada mr satan old sparring partner invited satan personal island hold grudge match trunk goten decide come adventure android following satan money owes little know jaga bada scientist found way resurrect broly legendary super saiyan
28 Years Later Part 2: The Bone Temple,second installment day later sequel trilogy plot tba
Occupation: Rainfall,two year intergalactic invasion earth survivor sydney australia fight back desperate ground war casualty mount day resistance unexpected ally uncover plot could see war come decisive end alien invader hell bent making earth new home race save mankind
Escape from the Planet of the Apes,world shocked appearance three talking chimpanzee arrived mysteriously spacecraft intrigued intelligence human use research ape attempt escape
The Abyss,civilian oil rig crew recruited conduct search rescue effort nuclear submarine mysteriously sink one diver soon find spectacular odyssey foot ocean surface confronts mysterious force power change world destroy
Dredd,future america dystopian wasteland latest scourge prostitute turned drug pusher dangerous new drug aim take city possibility stopping elite group urban police called judge combine duty judge jury executioner deliver brutal brand swift justice even top ranking judge dredd discovers taking easy seems explosive adaptation hugely popular comic series
Hypnotic,detective becomes entangled mystery involving missing daughter secret government program investigating string reality bending crime
Doraemon: Nobita and the New Steel Troops: Winged Angels,nobita doraemon find giant robot piece later assemble turn destructive weapon gang must save earth imminent invasion
Jules,flying saucer land backyard elderly suburbanite memory problem form bond scared alien inside
Cloverfield,five young new yorkers throw friend going away party night monster size skyscraper descends upon city told point view video camera film document attempt survive surreal horrifying event life
Atlantis: The Lost Empire,world highly qualified crew archaeologist explorer led historian milo thatch board incredible foot submarine ulysses head deep mystery sea underwater expedition take unexpected turn team mission must switch exploring atlantis protecting
The Cloverfield Paradox,orbiting planet brink war scientist test device solve energy crisis end face face dark alternate reality
Overlord,france june eve day american paratrooper fall behind enemy line aircraft crash mission destroy radio tower small village near beach normandy reaching target surviving paratrooper realise addition fighting nazi troop patrol village also must fight something else
Forbidden Planet,starship c travel planet altair search crew spaceship bellerophon scientific expedition missing twenty year find unwelcome expedition lone survivor warned destruction invisible force turn back immediately
I Am Number Four,teenage fugitive incredible secret race stay one step ahead mysterious force seeking destroy sci fi action thriller three dead one run race find elusive number four begin outwardly normal teen john smith never get comfortable identity along guardian henri constantly moving town town passing day john gain stronger grasp extraordinary new power bond being share fantastic fate grows stronger
The Giver,seemingly perfect community without war pain suffering difference choice young boy chosen learn elderly man true pain pleasure real world
Hollow Man,cocky researcher sebastian caine working project make living creature invisible determined achieve ultimate breakthrough caine push team move next phase using subject test success process reversed caine seems doomed future without flesh start turn increasingly dangerous
Escape from L.A.,quaked los angeles come snake plissken job wade l ruined landmark retrieve doomsday device
Knowing,teacher open time capsule dug son elementary school chilling prediction already occurred others lead believe family play role event unfold
Evangelion: 1.0 You Are (Not) Alone,second impact tokyo attacked giant monster called angel seek eradicate humankind child shinji objective fight angel piloting one mysterious evangelion mecha unit remake first six episode gainax famous anime series film retitled evangelion dvd release evangelion release additional scene
The Hitchhiker's Guide to the Galaxy,mere second earth demolished alien construction crew arthur dent swept planet friend ford prefect researcher penning new edition hitchhiker guide galaxy
Space Sweepers,crew space junk collector ship called victory discovers humanoid robot named dorothy known weapon mass destruction get involved risky business deal put life stake
Robot Dreams,lonely dog friendship robot companion take sad turn unexpected malfunction force abandon robot beach dog ever meet robot
V for Vendetta,world great britain become fascist state masked vigilante known v conduct guerrilla warfare oppressive british government v rescue young woman secret police find ally continue fight free people britain
Deadpool & Wolverine,listless wade wilson toil away civilian life day morally flexible mercenary deadpool behind homeworld face existential threat wade must reluctantly suit even reluctant wolverine
Cosmic Chaos,battle virtual reality survival post apocalyptic wasteland soviet spaceship giving distress signal fantastic story created advanced special effect passion
Children of Men,chaotic world human longer procreate former activist agrees help transport miraculously pregnant woman sanctuary sea child birth may help scientist save future humankind
Doom,team space marine known rapid response tactical squad led sarge sent science facility mar somebody report security breach learn alert came test subject mass murderer purposefully injected alien dna broke free began killing people dr grimm related team member reaper informs chromosome mutate human monster highly infectious
LEGO Marvel Avengers: Mission Demolition,young aspiring hero superhero fan inadvertently unleashes powerful new villain looking rid world avenger
The Call,connected phone home year apart serial killer put another woman past life line change fate
Batman Ninja,batman along many ally adversary find transported feudal japan gorilla grodd time displacement machine
Free Fall,near future humanity successfully colonized space build giant orbital station delta max repairman working station disaster caused proton storm left alone without crew member drifting space space suit broken exhausted lack communication people suddenly dispatcher named anna come help one guide max difficulty get station max risk everything save life idea anna
The Witch: Part 1. The Subversion,ja yoon high school student struggle memory loss endured unknown trauma childhood trying uncover truth unwittingly dragged world crime find journey awaken many secret hidden deep within
The Day the Earth Stood Still,representative alien race went drastic evolution survive climate change klaatu come earth assess whether humanity prevent environmental damage inflicted planet barred speaking united nation decides humankind shall exterminated planet survive
28 Years Later Part 3,third installment day later sequel trilogy detail tba
Ex Machina,caleb coder world largest internet company win competition spend week private mountain retreat belonging nathan reclusive ceo company caleb arrives remote location find participate strange fascinating experiment must interact world first true artificial intelligence housed body beautiful robot girl
Downsizing,kindly occupational therapist undergoes new procedure shrunken four inch tall wife help save planet afford nice lifestyle time
Watchmen,gritty alternate glory day costumed vigilante brought close government crackdown one masked veteran brutally murdered investigation killer initiated reunited hero set prevent destruction uncover sinister plot put humanity grave danger
The Flu,case flu quickly morphs pandemic death toll mount living panic government plan extreme measure contain
Battle: Los Angeles,distant ufo become terrifying threat alien invasion force begin attacking earth major costal riverside city u marine staff sergeant team sent battle find must take upon defeat unknown enemy protect remains los angeles
Stand by Me Doraemon,sewashi doraemon find way back time meet nobita doraemon take care nobita else return present
Project Power,ex soldier teen cop collide new orleans hunt source behind dangerous new pill grant user temporary superpower
Status Update,uprooted parent separation unable fit new hometown teenager stumble upon magical app cause social medium update come true
Contagion,epidemic lethal airborne virus kill within day rapidly grows worldwide medical community race find cure control panic spread faster virus
Demon Seed,scientist creates proteus organic supercomputer artificial intelligence becomes obsessed human being particular creator wife
Phantom from Space,ufo sighting mysterious phantom bizarre outfit start attacking people san fernando valley
The Girl Who Leapt Through Time,year old makoto konno gain ability quite literally leap backwards time immediately set improving grade preventing personal mishap however soon realises changing past simple seems eventually rely new power shape future friend
Déjà Vu,called recover evidence aftermath horrific explosion new orleans ferry federal agent doug carlin get pulled away scene taken top secret government lab us time shifting surveillance device help prevent crime
The Beast,near future emotion become threat gabrielle finally decides purify dna machine immerse past life rid strong feeling meet louis feel powerful connection known forever
Avengers: Doomsday,avenger wakandans fantastic four thunderbolt x men fight doctor doom plot tba
Predestination,predestination chronicle life temporal agent sent intricate series time travel journey designed prevent future killer committing crime final assignment agent must stop one criminal eluded throughout time prevent devastating attack thousand life lost
The Vast of Night,dawn space race two radio obsessed teen discover strange frequency airwave becomes important night life history small town
Hidden Face,su yeon cellist orchestra led fianc conductor sung jin disappears one day leaving behind video recording sung jin devastated loss su yeon feel strong attraction mi ju cellist fill fianc e one rainy night sung jin mi ju get swept away mutual desire commit unforgivable act su yeon house meanwhile su yeon thought gone missing remains trapped secret room inside house watch naked truth unravel
Naked Killer,young woman trained martial art specialist become professional assassin
Wild Card,la vega bodyguard lethal skill gambling problem get trouble mob one last play nothing
HIT: The Third Case,homicide intervention team hit sends ruthless police officer arjun sarkaar find group killer stop grisly murder spree
Midnight,serial killer ruthlessly hunt deaf woman street south korea witness brutal crime
The Outlaws,chinatown law order turned upside trio feral chinese gangster arrive start terrorizing civilian usurping territory beleaguered local gangster team police lead badass loose cannon seok bring based true story
American Assassin,following murder fianc e mitch rapp train instruction cold war veteran stan hurley pair enlisted investigate wave apparently random attack military civilian target
The Hunt for Red October,new technologically superior soviet nuclear sub red october heading u coast command captain marko ramius american government think ramius planning attack lone cia analyst jack ryan different idea think ramius planning defect hour find prove entire russian naval air command trying find ramius hunt
Blood and Bone,los angeles ex con take underground fighting world storm quest fulfill promise dead friend
Salt,cia officer evelyn salt swore oath duty honor country loyalty tested russian defector accuses russian sleeper spy go run using skill year experience covert operative elude capture protect husband stay one step ahead colleague cia effort prove innocence serve cast doubt motif hunt uncover truth behind identity continues question remains salt
The Little Things,deputy sheriff joe deke deacon join force sgt jim baxter search serial killer terrorizing los angeles track culprit baxter unaware investigation dredging echo deke past uncovering disturbing secret could threaten case
Quantum of Solace,betrayed vesper woman loved fight urge make latest mission personal pursuing determination uncover truth bond interrogate mr white reveals organization blackmailed vesper far complex dangerous anyone imagined
Thunderbolt,order release kidnapped sister sport car mechanic chan foh defeat super criminal street racer
Hurry Up Tomorrow,musician plagued insomnia pulled odyssey stranger begin unravel core existence
Wind River,fbi agent team town veteran game tracker investigate murder occurred native american reservation
Blacklight,travis block shadowy government agent specializes removing operative whose cover exposed uncover deadly conspiracy within rank reach highest echelon power
Three Days of the Condor,bookish cia researcher joe turner find co worker dead together woman kidnapped must work together outwit responsible determines really trust
Security,ex special service veteran luck desperate work take job security guard run mall rough area town first night job open door distraught desperate young girl fled hijacking police motorcade transporting testify witness trial hot heel psychopathic hijacker team henchman stop nothing extract eliminate witness
Olympus Has Fallen,white house secret service code olympus captured terrorist mastermind president kidnapped disgraced former presidential guard mike banning find trapped within building national security team scramble respond forced rely banning inside knowledge help retake white house save president avert even bigger disaster
The Equalizer 3,robert mccall find home southern italy discovers friend control local crime boss event turn deadly mccall know become friend protector taking mafia
The Strangers: Chapter 1,car break eerie small town young couple forced spend night remote cabin panic ensues terrorized three masked stranger strike mercy seemingly motif
Jewel Thief - The Heist Begins,high octane battle wit will ingenious con artist rehan devise diamond heist trying outsmart rajan sadistic adversary
K.G.F: Chapter 1,period drama set kgf follows story fierce rebel rise brutal oppression kolar gold field becomes symbol hope legion downtrodden people
Monkey Man,kid anonymous young man ekes meager living underground fight club night night wearing gorilla mask beaten bloody popular fighter cash year suppressed rage kid discovers way infiltrate enclave city sinister elite childhood trauma boil mysteriously scarred hand unleash explosive campaign retribution settle score men took everything
Den of Thieves 2: Pantera,big nick back hunt europe closing donnie embroiled treacherous unpredictable world diamond thief infamous panther mafia plot massive heist world largest diamond exchange
Se7en,two homicide detective desperate hunt serial killer whose crime based seven deadly sin dark haunting film take viewer tortured remains one victim next seasoned det somerset research sin effort get inside killer mind novice partner mill scoff effort unravel case
The Girl with the Dragon Tattoo,disgraced journalist mikael blomkvist investigates disappearance weary patriarch niece year ago aided pierced tattooed punk computer hacker named lisbeth salander work together investigation blomkvist salander uncover immense corruption beyond anything ever imagined
Donnie Brasco,fbi undercover agent infiltrates mob identifies mafia life expense regular one
Drop,violet widowed mother first date year arrives upscale restaurant relieved date henry charming handsome expected chemistry begin curdle violet begin irritated terrorized series anonymous drop phone
Prison Break: The Final Break,prison break movie michael sara wed happiness short lived fed apprehend murder michael mother christina hit ordered sara team reunite break increasingly vulnerable target
HIT: The 2nd Case,krishna dev aka kd laidback cop working andhra pradesh state hit take gruesome murder case kd unravels layer crime stake rise unbelievably high threat come unusually close
The World Is Not Enough,greed revenge world dominance high tech terrorism day work bond mission protect beautiful oil heiress notorious terrorist race time culminates dramatic submarine showdown bond work defuse international power struggle world oil supply hanging balance
Zero Dark Thirty,chronicle decade long hunt al qaeda terrorist leader osama bin laden september attack death hand navy e l team may
L.A. Confidential,three detective corrupt brutal l police force use differing method uncover conspiracy behind shotgun slaying patron night diner
Lucky Number Slevin,slevin mistakenly put middle personal war city biggest criminal boss constant watch slevin must try get killed infamous assassin come idea get current dilemma
Pathaan,soldier caught enemy presumed dead come back complete mission accompanied old companion foe
Taken,bryan mill former government operative trying reconnect teenage daughter kim reluctantly agreeing ex wife let kim go paris vacation friend worst nightmare come true phone daughter shortly arrives paris friend abducted gang human trafficker working clock bryan relies extensive training skill track ruthless gang abducted launch one man war rescue daughter
Alice in Terrorland,recently bereaved teenage girl go live aunt secluded woodland house unaware sinister force lurk within
The Bourne Legacy,new cia operative aaron cross experience life death stake triggered previous action jason bourne
Twilight of the Warriors: Walled In,hong kong troubled youth chan lok kwun mainland refugee struggle survive kowloon walled city joining underground fight betrayed crime bos mr big trying buy fake id steal drug seek refuge walled city encounter cyclone compassionate yet authoritative crime lord
John Wick: Chapter 2,john wick forced retirement former associate looking seize control shadowy international assassin guild bound blood oath aid wick travel rome battle world dangerous killer
Big Game,air force one shot terrorist leaving president united state stranded wilderness finland year old oskari hunting mission prove maturity kinsfolk tracking deer instead discovers president escape pod terrorist closing capture prize unlikely duo team escape hunter
Rich Flu,strange disease kill richest influential people planet first billionaire multi millionaire progressively threatens strike anyone sort fortune whole world panicking people try flood market asset world longer want
Night Call,mady student work locksmith night help claire get apartment soon realizes lied identity robbed something belonged dangerous man yannick mady get embroiled manhunt one night prove innocence
Lara Croft: Tomb Raider - The Cradle of Life,coast volcanic island santorini intrepid archaeologist lara croft make unexpected discovery pulsating golden orb able guide holder mythical pandora box legendary artifact contains ancient mystery unfathomable power said contain one deadliest plague earth lara tasked mi make sure fall wrong hand aid former marine turned mercenary terry sheridan travel world pursuit precious item race time must beat unscrupulous nobel prize winning scientist turned bioterrorist jonathan reiss
The Isle,mute hee jin working clerk fishing resort korean wilderness selling bait food occasionally body fishing tourist one day fall love hyun shik run police rescue fish hook try commit suicide
The Housemaid,eun yi hired maid mansion owned wealthy businessman quickly start seducing employee seemingly little choice comply sexual advance soon woman family plot eun yi must fight equally devious battle protect
Mile 22,elite group american operative aided top secret tactical command team must transport asset hold life threatening information extraction point mile away hostile street asian city
Exterritorial,son vanishes inside u consulate ex special force soldier sara everything power find uncovers dark conspiracy
Safe House,dangerous cia renegade resurfaces decade run safe house remanded attacked mercenary rookie operative escape unlikely ally must stay alive long enough uncover want dead
Hannah,dynamic pr agent hannah starting dream job hochstedt company producing toy soon fall love firm junior executive director wolfgang hannah still totally immersed passionate love affair unknowingly progressively get caught web danger behind harmless doll teddy bear produced company deadly secret revealed hannah game love suddenly turn bloody
Die Hard: With a Vengeance,new york detective john mcclane back kicking bad guy butt third installment action packed series find teaming civilian zeus carver prevent loss innocent life mcclane thought seen genius named simon engages mcclane new partner beloved city deadly game demand concentration
